dis_0,first_0,later_0,dis_1,first_1,later_1,dis_2,first_2,later_2,dis_3,first_3,later_3,dis_4,first_4,later_4,dis_5,first_5,later_5,dis_6,death
0,1,1,0,0.84,0.84,0,0.78,0.78,0,0.71,0.71,0,0.44,0.44,0,0.18,0.18,0,0
