dis_0,first_0,later_0,dis_1,first_1,later_1,dis_2,first_2,later_2,dis_3,first_3,later_3,dis_4,first_4,later_4,dis_5,first_5,later_5,dis_6,death
54494.26794,3687.307578,3830.155927,81686.92181,7822.161121,5120.287055,128987.9481,14611.31963,8523.621354,226696.1769,30197.0023,22187.18021,281026.9736,65906.93811,55509.91759,225442.8067,74957.59677,52085.62883,22833.09511,0
